-0.001,	-0.050
-0.677,	-99.950
-1.352,	-200.050
-2.028,	-299.950
-2.703,	-400.000
-3.378,	-500.051
-6.742,	-1000.051
-10.088,	-1500.052
-13.411,	-1999.852
-14.730,	-2200.002
-16.041,	-2399.902
-17.340,	-2599.953
-18.623,	-2799.753
-19.889,	-2999.753
-21.132,	-3199.703
-22.339,	-3399.604
-23.498,	-3599.604
-24.617,	-3799.354
-25.166,	-3899.404
