0.00321,	0.1000001
0.67821,	100.1001
1.35441,	200.0002
2.03126,	300.0503
2.7085,	399.8004
3.38617,	499.9505
6.7725,	1000.001
10.14057,	1500.101
13.48656,	1999.852
14.81626,	2200.102
16.13754,	2399.952
17.44614,	2599.903
18.74017,	2799.803
20.01581,	2999.903
21.26811,	3199.703
22.48503,	3399.654
23.65275,	3599.604
24.77992,	3799.504
25.3324,	3899.354

