-0.553	,-0.549
-0.723	,-0.697
-0.927	,-0.895
-1.232	,-1.159
-1.532	,-1.512
-2.022	,-1.987
-2.676	,-2.630
-3.543	,-3.474
-4.702	,-4.563
-5.986	,-5.912
-7.699	,-7.500
-9.488	,-9.255
-11.122	,-11.087
-12.836	,-12.890
-14.651	,-14.560
-16.043	,-16.009
-17.171	,-17.175
-18.075	,-18.046
-18.635	,-18.659
-19.031	,-19.068
-19.314	,-19.335
-19.483	,-19.499
-19.595	,-19.604
-19.657	,-19.662
-19.679	,-19.694
-19.690	,-19.707
-19.684	,-19.704
-19.669	,-19.688
-19.639	,-19.661
-19.590	,-19.616
-19.515	,-19.546
-19.413	,-19.439
-19.260	,-19.290
-19.016	,-19.061
-18.683	,-18.729
-18.214	,-18.239
-17.524	,-17.548
-16.541	,-16.608
-15.420	,-15.397
-13.950	,-13.942
-12.420	,-12.325
-10.687	,-10.634
-9.065	,-8.956
-7.551	,-7.374
-6.070	,-5.944
-4.787	,-4.711
-3.778	,-3.684
-2.930	,-2.859
-2.253	,-2.214
-1.752	,-1.715
-1.379	,-1.334
-1.059	,-1.042
-0.845	,-0.821
-0.671	,-0.652
-0.533	,-0.522
-0.428	,-0.422
-0.345	,-0.342
