67.715	,0.6407	,0.6360
65.176	,0.8229	,0.8103
62.637	,1.0478	,1.0409
60.098	,1.3746	,1.3462
57.559	,1.7685	,1.7523
55.020	,2.3449	,2.2927
52.481	,3.0648	,3.0049
49.942	,4.1013	,3.9412
47.403	,5.3237	,5.1318
44.864	,0.0	,6.6099
42.325	,8.6301	,8.3552
39.786	,10.6221,	10.3125
37.247	,12.5141,	12.3723
34.708	,14.4354,	14.4092
32.169	,16.3608,	16.3062
29.630	,17.9498,	17.9676
27.091	,19.3135,	19.3436
24.552	,20.4094,	20.4241
22.013	,21.1761,	21.2291
19.474	,21.7571,	21.8168
16.934	,22.1703,	22.2309
14.395	,22.4772,	22.5122
11.856	,22.6818,	22.7015
9.317	,22.8230,	22.8227
6.778	,22.8847,	22.8944
4.239	,22.9229,	22.9289
1.700	,22.9319,	22.9329
-0.839	,22.9116,	22.9131
-3.378	,22.8680,	22.8628
-5.917	,22.7844,	22.7827
-8.456	,22.6658,	22.6635
-10.995 ,22.5028,	22.4935
-13.534 ,22.2603,	22.2565
-16.073 ,21.9246,	21.9274
-18.612 ,21.4630,	21.4774
-21.151 ,20.8736,	20.8690
-23.690 ,20.0833,	20.0559
-26.229 ,19.0230,	19.0098
-28.768 ,17.8042,	17.7080
-31.307 ,16.3029,	16.1672
-33.846 ,14.5772,	14.4374
-36.385 ,12.8211,	12.5958
-38.924 ,11.0580,	10.7322
-41.463 ,9.2332	, 8.9364
-44.002 ,7.5827	, 7.2906
-46.541 ,6.1126	, 5.8434
-49.080 ,4.8528	, 4.6160
-51.619 ,3.7521	, 3.6143
-54.158 ,2.9287	, 2.8158
-56.697 ,2.2869	, 2.1899
-59.236 ,1.7645	, 1.7052
-61.775 ,1.3842	, 1.3285
-64.314 ,1.0682	, 1.0449
-66.853 ,0.8519	, 0.8263
-69.392 ,0.6803	, 0.6570
-71.931 ,0.5365	, 0.5269
-74.470 ,0.4315	, 0.4250
