-0.392	,-0.382
-0.492	,-0.484
-0.613	,-0.620
-0.808	,-0.802
-1.068	,-1.044
-1.393	,-1.369
-1.859	,-1.809
-2.446	,-2.386
-3.211	,-3.132
-4.130	,-4.056
-5.328	,-5.148
-6.464	,-6.361
-7.768	,-7.634
-8.982	,-8.894
-10.215	,-10.061
-11.104	,-11.061
-11.904	,-11.838
-12.453	,-12.386
-12.808	,-12.740
-13.010	,-12.954
-13.136	,-13.080
-13.207	,-13.149
-13.247	,-13.190
-13.267	,-13.210
-13.272	,-13.219
-13.273	,-13.221
-13.271	,-13.218
-13.262	,-13.211
-13.250	,-13.202
-13.233	,-13.185
-13.204	,-13.160
-13.167	,-13.122
-13.103	,-13.064
-13.008	,-12.968
-12.848	,-12.816
-12.613	,-12.562
-12.225	,-12.164
-11.606	,-11.573
-10.777	,-10.759
-9.821	,-9.745
-8.624	,-8.600
-7.440	,-7.402
-6.325	,-6.219
-5.213	,-5.111
-4.217	,-4.116
-3.367	,-3.261
-2.584	,-2.551
-2.023	,-1.982
-1.566	,-1.537
-0.957	,-0.929
-0.753	,-0.728
-0.588	,-0.575
-0.472	,-0.458
-0.373	,-0.368
-0.302	,-0.297
-0.245	,-0.242
