-0.388	,-0.387
-0.491	,-0.488
-0.621	,-0.618
-0.809	,-0.788
-0.999	,-1.011
-1.277	,-1.302
-1.635	,-1.682
-2.205	,-2.178
-2.846	,-2.827
-3.709	,-3.665
-4.874	,-4.734
-6.221	,-6.037
-7.665	,-7.501
-9.193	,-8.966
-10.452	,-10.276
-11.374	,-11.335
-12.088	,-12.118
-12.611	,-12.663
-12.962	,-13.037
-13.185	,-13.287
-13.341	,-13.451
-13.445	,-13.554
-13.518	,-13.616
-13.568	,-13.653
-13.589	,-13.672
-13.606	,-13.680
-13.610	,-13.679
-13.607	,-13.672
-13.596	,-13.658
-13.576	,-13.635
-13.541	,-13.599
-13.489	,-13.545
-13.405	,-13.461
-13.271	,-13.333
-13.097	,-13.139
-12.825	,-12.850
-12.421	,-12.433
-11.863	,-11.846
-11.134	,-11.056
-10.212	,-10.055
-9.026	,-8.877
-7.819	,-7.598
-6.474	,-6.317
-5.346	,-5.129
-4.277	,-4.096
-3.361	,-3.240
-2.609	,-2.550
-2.078	,-2.001
-1.575	,-1.570
-1.260	,-1.234
-0.996	,-0.971
-0.788	,-0.768
-0.616	,-0.611
-0.501	,-0.488
-0.401	,-0.392
-0.317	,-0.317
-0.260	,-0.258
