-0.747	,-0.736
-0.953	,-0.942
-1.242	,-1.211
-1.665	,-1.570
-2.087	,-2.046
-2.715	,-2.669
-3.551	,-3.489
-4.701	,-4.544
-5.997	,-5.882
-7.611	,-7.524
-9.725	,-9.454
-11.853	,-11.605
-14.004	,-13.859
-16.061	,-16.076
-18.180	,-18.122
-19.822	,-19.904
-21.269	,-21.380
-22.362	,-22.544
-23.208	,-23.430
-23.829	,-24.085
-24.281	,-24.557
-24.644	,-24.891
-24.882	,-25.119
-25.049	,-25.268
-25.114	,-25.358
-25.161	,-25.401
-25.166	,-25.403
-25.133	,-25.369
-25.064	,-25.299
-24.952	,-25.187
-24.784	,-25.026
-24.560	,-24.802
-24.274	,-24.496
-23.859	,-24.083
-23.309	,-23.533
-22.661	,-22.806
-21.689	,-21.867
-20.552	,-20.682
-19.185	,-19.238
-17.636	,-17.551
-15.789	,-15.668
-13.841	,-13.668
-11.871	,-11.649
-9.908	,-9.709
-8.114	,-7.931
-6.552	,-6.370
-5.191	,-5.050
-4.069	,-3.965
-3.175	,-3.098
-2.469	,-2.412
-1.949	,-1.880
-1.505	,-1.468
-1.180	,-1.154
-0.922	,-0.909
-0.733	,-0.721
-0.585	,-0.576
-0.465	,-0.463
