-0.396	,-0.394
-0.492	,-0.500
-0.573	,-0.641
-0.785	,-0.829
-1.077	,-1.080
-1.421	,-1.414
-1.868	,-1.870
-2.508	,-2.465
-3.254	,-3.229
-4.117	,-4.171
-5.354	,-5.276
-6.523	,-6.499
-7.779	,-7.771
-8.956	,-9.021
-10.125	,-10.169
-11.084	,-11.144
-11.837	,-11.896
-12.369	,-12.424
-12.722	,-12.766
-12.955	,-12.974
-13.073	,-13.098
-13.146	,-13.166
-13.192	,-13.207
-13.217	,-13.225
-13.225	,-13.235
-13.228	,-13.237
-13.228	,-13.234
-13.221	,-13.227
-13.211	,-13.216
-13.197	,-13.198
-13.170	,-13.171
-13.131	,-13.129
-13.068	,-13.065
-12.968	,-12.961
-12.796	,-12.793
-12.563	,-12.522
-12.117	,-12.100
-11.515	,-11.486
-10.684	,-10.652
-9.711	,-9.630
-8.610	,-8.484
-7.494	,-7.290
-6.276	,-6.117
-5.218	,-5.019
-4.203	,-4.039
-3.305	,-3.199
-2.629	,-2.503
-2.030	,-1.946
-1.567	,-1.510
-1.234	,-1.173
-0.959	,-0.915
-0.746	,-0.717
-0.589	,-0.567
-0.469	,-0.452
-0.370	,-0.363
-0.301	,-0.294
-0.245	,-0.239
