-0.631	,-0.629
-0.800	,-0.795
-1.037	,-1.013
-1.359	,-1.295
-1.666	,-1.667
-2.135	,-2.153
-2.835	,-2.789
-3.768	,-3.622
-4.818	,-4.713
-6.126	,-6.126
-8.127	,-7.931
-10.437	,-10.138
-12.990	,-12.621
-15.201	,-15.105
-17.638	,-17.335
-19.162	,-19.146
-20.352	,-20.505
-21.218	,-21.481
-21.909	,-22.183
-22.363	,-22.683
-22.708	,-23.034
-22.961	,-23.277
-23.145	,-23.436
-23.269	,-23.540
-23.328	,-23.601
-23.370	,-23.628
-23.382	,-23.630
-23.368	,-23.608
-23.326	,-23.562
-23.265	,-23.488
-23.150	,-23.378
-22.995	,-23.221
-22.772	,-22.998
-22.453	,-22.688
-22.033	,-22.258
-21.486	,-21.669
-20.804	,-20.875
-19.750	,-19.818
-18.527	,-18.447
-16.927	,-16.746
-15.034	,-14.765
-13.000	,-12.626
-10.804	,-10.485
-8.777	,-8.502
-7.022	,-6.780
-5.532	,-5.353
-4.290	,-4.204
-3.397	,-3.291
-2.630	,-2.576
-2.064	,-2.018
-1.614	,-1.584
-1.283	,-1.247
-1.013	,-0.988
-0.801	,-0.786
-0.646	,-0.628
-0.516	,-0.507
-0.408	,-0.411
