67.715	,0.7068	,0.6988
65.176	,0.9161	,0.8931
62.637	,1.1668	,1.1507
60.098	,1.5311	,1.4922
57.559	,1.9609	,1.9473
55.020	,2.5893	,2.5536
52.481	,3.4305	,3.3534
49.942	,4.5987	,4.4056
47.403	,5.9616	,5.7441
44.864	,0.0000	,7.4056
42.325	,9.6115	,9.3662
39.786	,11.6382,	11.5623
37.247	,13.9068,	13.8686
34.708	,16.0539,	16.1442
32.169	,18.199		,18.2586
29.630	,20.0492	,20.1081
27.091	,21.4978	,21.6416
24.552	,22.7454	,22.8505
22.013	,23.6385	,23.7592
19.474	,24.2738	,24.4310
16.934	,24.7868	,24.9127
14.395	,25.1372	,25.2472
11.856	,25.3858	,25.4779
9.317	,25.5638	,25.6296
6.778	,25.6368	,25.7215
4.239	,25.6851	,25.7663
1.700	,25.6950	,25.7708
-0.839	,25.6662	,25.7422
-3.378	,25.5999	,25.6749
-5.917	,25.5014	,25.5682
-8.456	,25.3389	,25.4128
-10.995	,25.1329	,25.1976
-13.534	,24.8436	,24.9055
-16.073	,24.4472	,24.5110
-18.612	,23.9458	,23.9831
-21.151	,23.2843	,23.2838
-23.690	,22.3516	,22.3625
-26.229	,21.2356	,21.1899
-28.768	,19.7999	,19.7401
-31.307	,18.1830	,18.0298
-33.846	,16.2890	,16.1102
-36.385	,14.2809	,14.0642
-38.924	,12.3172	,11.9890
-41.463	,10.2843	,9.9853
-44.002	,8.4102		,8.1453
-46.541	,6.8352		,6.5252
-49.080	,5.3814		,5.1507
-51.619	,4.1774		,4.0277
-54.158	,3.2764		,3.1330
-56.697	,2.5464		,2.4322
-59.236	,1.9612		,1.8898
-61.775	,1.5235		,1.4687
-64.314	,1.1933		,1.1524
-66.853	,0.9369		,0.9088
-69.392	,0.7451		,0.7204
-71.931	,0.5891		,0.5758
-74.470	,0.4678		,0.4629
