-0.622	,-0.608
-0.753	,-0.769
-0.924	,-0.980
-1.206	,-1.255
-1.632	,-1.614
-2.159	,-2.086
-2.728	,-2.700
-3.624	,-3.499
-4.671	,-4.536
-6.041	,-5.859
-7.857	,-7.514
-9.992	,-9.502
-12.101	,-11.746
-14.036	,-14.049
-16.126	,-16.197
-17.914	,-18.036
-19.337	,-19.497
-20.374	,-20.596
-21.133	,-21.406
-21.692	,-21.995
-22.094	,-22.417
-22.429	,-22.714
-22.660	,-22.918
-22.830	,-23.052
-22.897	,-23.135
-22.944	,-23.177
-22.958	,-23.187
-22.944	,-23.168
-22.890	,-23.119
-22.803	,-23.039
-22.680	,-22.919
-22.509	,-22.750
-22.267	,-22.517	
-21.529	,-21.769
-20.954	,-21.196
-20.241	,-20.444
-19.298	,-19.472
-18.133	,-18.244
-16.746	,-16.748
-15.079	,-15.009
-13.367	,-13.097
-11.440	,-11.122
-9.532	,-9.206
-7.852	,-7.455
-6.279	,-5.943
-4.911	,-4.680
-3.868	,-3.663
-3.016	,-2.857
-2.330	,-2.227
-1.837	,-1.737
-1.425	,-1.360
-1.101	,-1.068
-0.865	,-0.847
-0.685	,-0.673
-0.552	,-0.540
-0.446	,-0.436
