-0.604	,-0.603
-0.774	,-0.768
-0.970	,-0.983
-1.307	,-1.269
-1.695	,-1.648
-2.191	,-2.143
-2.822	,-2.794
-3.769	,-3.630
-4.831	,-4.690
-6.062	,-5.991
-7.698	,-7.522
-9.408	,-9.229
-11.158	,-11.022
-12.798	,-12.790
-14.539	,-14.424
-15.788	,-15.846
-16.884	,-17.018
-17.859	,-17.933
-18.475	,-18.617
-18.955	,-19.108
-19.308	,-19.449
-19.541	,-19.680
-19.712	,-19.830
-19.824	,-19.923
-19.868	,-19.976
-19.888	,-20.001
-19.893	,-20.002
-19.878	,-19.984
-19.837	,-19.946
-19.782	,-19.884
-19.686	,-19.790
-19.556	,-19.652
-19.353	,-19.454
-19.077	,-19.173
-18.685	,-18.779
-18.192	,-18.237
-17.449	,-17.515
-16.578	,-16.585
-15.434	,-15.434
-14.168	,-14.080
-12.804	,-12.563
-11.162	,-10.953
-9.521	,-9.331
-7.987	,-7.776
-6.547	,-6.354
-5.300	,-5.107
-4.251	,-4.054
-3.282	,-3.189
-2.556	,-2.497
-2.014	,-1.949
-1.562	,-1.524
-1.228	,-1.195
-0.977	,-0.942
-0.764	,-0.746
-0.616	,-0.594
-0.478	,-0.477
-0.382	,-0.385
