-0.556	,-0.557
-0.699	,-0.703
-0.893	,-0.893
-1.146	,-1.140
-1.455	,-1.464
-1.870	,-1.888
-2.410	,-2.443
-3.279	,-3.169
-4.168	,-4.118
-5.326	,-5.347
-7.194	,-6.915
-9.137	,-8.831
-11.297	,-10.985
-13.360	,-13.141
-15.278	,-15.077
-16.664	,-16.649
-17.753	,-17.825
-18.491	,-18.664
-19.057	,-19.260
-19.446	,-19.678
-19.695	,-19.963
-19.909	,-20.155
-20.048	,-20.277
-20.143	,-20.354
-20.189	,-20.398
-20.220	,-20.417
-20.227	,-20.419
-20.218	,-20.403
-20.190	,-20.372
-20.148	,-20.321
-20.066	,-20.242
-19.954	,-20.126
-19.787	,-19.957
-19.556	,-19.714
-19.232	,-19.366
-18.793	,-18.877
-18.106	,-18.204
-17.268	,-17.296
-16.185	,-16.106
-14.801	,-14.626
-13.143	,-12.898
-11.242	,-11.033
-9.435	,-9.165
-7.718	,-7.436
-6.087	,-5.934
-4.832	,-4.689
-3.720	,-3.687
-2.967	,-2.889
-2.319	,-2.264
-1.811	,-1.776
-1.430	,-1.396
-1.128	,-1.101
-0.888	,-0.874
-0.711	,-0.696
-0.551	,-0.558
-0.449	,-0.451
-0.363	,-0.367
