67.715,0.4019,0.3927
65.176,0.5099,0.4980
62.637,0.6227,0.6369
60.098,0.8507,0.8204
57.559,1.0782,1.0638
55.020,1.4114,1.3870
52.481,1.8700,1.8126
49.942,2.4325,2.3715
47.403,3.1853,3.0821
44.864,0.0000,3.9651
42.325,5.1918,5.0102
39.786,6.3323,6.1864
37.247,7.5064,7.4302
34.708,8.6552,8.6646
32.169,9.8853,9.8139
29.630,10.8621,10.8111
27.091,11.6759,11.6165
24.552,12.2907,12.2206
22.013,12.7048,12.6424
19.474,12.9727,12.9248
16.934,13.1548,13.1049
14.395,13.2743,13.2134
11.856,13.3455,13.2788
9.317,13.3896,13.3160
6.778,13.4077,13.3351
4.239,13.4148,13.3426
1.700,13.4156,13.3417
-0.839,13.4096,13.3366
-3.378,13.3970,13.3216
-5.917,13.3774,13.2997
-8.456,13.3430,13.2665
-10.995,13.2964,13.2152
-13.534,13.2183,13.1375
-16.073,13.0968,13.0163
-18.612,12.9107,12.8318
-21.151,12.6281,12.5525
-23.690,12.2326,12.1417
-26.229,11.6606,11.5664
-28.768,10.9123,10.8098
-31.307,9.9875,9.8807
-33.846,8.9610,8.8193
-36.385,7.8074,7.6823
-38.924,6.6674,6.5340
-41.463,5.6281,5.4330
-44.002,4.6151,4.4292
-46.541,3.6988,3.5503
-49.080,2.9523,2.8063
-51.619,2.2832,2.2016
-54.158,1.7970,1.7192
-56.697,1.4023,1.3409
-59.236,1.0837,1.0477
-61.775,0.8487,0.8197
-64.314,0.6611,0.6471
-66.853,0.5288,0.5140
-69.392,0.4208,0.4106
-71.931,0.3381,0.3308
-74.470,0.2712,0.2682
