100	.0670729	.0535057
250	.1678661	.133916
500	.3359385	.268453
800	.5376071	.430704
1246	.8370818	.671414
1641	1.1023365	.882764
2000	1.3427606	1.07
2500	1.6760088	1.33
3000	2.0049861	1.58
3500	2.3231404	1.82
3900	2.560869	1.99
