67.715	,	0.5733	,0.5637
65.176	,	0.7452	,0.7165
62.637	,	0.9299	,0.9184
60.098	,	1.2024	,1.1854
57.559	,	1.5567	,1.5402
55.020	,	2.0692	,2.0117
52.481	,	2.6557	,2.6328
49.942	,	3.6032	,3.4489
47.403	,	4.6771	,4.4863
44.864	,	0.0000	,5.7746
42.325	,	7.4975	,7.2969
39.786	,	9.0955	,9.0063
37.247	,	10.9435	,10.8087
34.708	,	12.5845	,12.5947
32.169	,	14.2932	,14.2601
29.630	,	15.7241	,15.7178
27.091	,	16.9219	,16.9196
24.552	,	17.8044	,17.8537
22.013	,	18.4958	,18.5386
19.474	,	18.9853	,19.0266
16.934	,	19.3518	,19.3600
14.395	,	19.5807	,19.5778
11.856	,	19.7386	,19.7188
9.317	,	19.8366	,19.8055
6.778	,	19.8738	,19.8547
4.239	,	19.9006	,19.8773
1.700	,	19.9068	,19.8792
-0.839	,	19.8949	,19.8668
-3.378	,	19.8652	,19.8324
-5.917	,	19.8131	,19.7784
-8.456	,	19.7311	,19.6969
-10.995,19.6080	,19.5759
-13.534,19.4448	,19.4011
-16.073,19.1752	,19.1488
-18.612,18.8350	,18.7907
-21.151,18.3368	,18.2896
-23.690,17.6561	,17.6020
-26.229,16.7551	,16.6996
-28.768,15.7030	,15.5624
-31.307,14.3211	,14.2066
-33.846,12.8242	,12.6806
-36.385,11.2714	,11.0559
-38.924,9.6202	,9.4147
-41.463,8.0915	,7.8363
-44.002,6.6594	,6.3926
-46.541,5.3284	,5.1250
-49.080,4.2056	,4.0505
-51.619,3.2879	,3.1746
-54.158,2.5889	,2.4761
-56.697,2.0141	,1.9284
-59.236,1.5698	,1.5040
-61.775,1.2256	,1.1741
-64.314,0.9635	,0.9251
-66.853,0.7569	,0.7331
-69.392,0.6037	,0.5842
-71.931,0.4792	,0.4696
-74.470,0.3871	,0.3797
